"HelpUri","ResolvedCommandName","DisplayName","ReferencedCommand","ResolvedCommand","Definition","Options","Description","OutputType","Name","CommandType","Source","Version","Visibility","ModuleName","Module","RemotingCapability","Parameters","ParameterSets"
"",,,,,"Save-PSResource
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Save-PSResource","Cmdlet","Microsoft.PowerShell.PSResourceGet","1.0.4.1","Public","Microsoft.PowerShell.PSResourceGet","Microsoft.PowerShell.PSResourceGet","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2096716",,,,,"
Select-Object [[-Property] <Object[]>] [-InputObject <psobject>] [-ExcludeProperty <string[]>] [-ExpandProperty <string>] [-Unique] [-CaseInsensitive] [-Last <int>] [-First <int>] [-Skip <int>] [-Wait] [<CommonParameters>]

Select-Object [[-Property] <Object[]>] [-InputObject <psobject>] [-ExcludeProperty <string[]>] [-ExpandProperty <string>] [-Unique] [-CaseInsensitive] [-Skip <int>] [-SkipLast <int>] [<CommonParameters>]

Select-Object [-InputObject <psobject>] [-Unique] [-CaseInsensitive] [-Wait] [-Index <int[]>] [<CommonParameters>]

Select-Object [-InputObject <psobject>] [-Unique] [-CaseInsensitive] [-SkipIndex <int[]>] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Select-Object","Cmdlet","Microsoft.PowerShell.Utility","7.0.0.0","Public","Microsoft.PowerShell.Utility","Microsoft.PowerShell.Utility","None","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2097119",,,,,"
Select-String [-Pattern] <string[]> [-Path] <string[]> [-Culture <string>] [-SimpleMatch] [-CaseSensitive] [-Quiet] [-List] [-NoEmphasis] [-Include <string[]>] [-Exclude <string[]>] [-NotMatch] [-AllMatches] [-Encoding <Encoding>] [-Context <int[]>] [<CommonParameters>]

Select-String [-Pattern] <string[]> -InputObject <psobject> [-Culture <string>] [-SimpleMatch] [-CaseSensitive] [-Quiet] [-List] [-NoEmphasis] [-Include <string[]>] [-Exclude <string[]>] [-NotMatch] [-AllMatches] [-Encoding <Encoding>] [-Context <int[]>] [<CommonParameters>]

Select-String [-Pattern] <string[]> -InputObject <psobject> -Raw [-Culture <string>] [-SimpleMatch] [-CaseSensitive] [-List] [-NoEmphasis] [-Include <string[]>] [-Exclude <string[]>] [-NotMatch] [-AllMatches] [-Encoding <Encoding>] [-Context <int[]>] [<CommonParameters>]

Select-String [-Pattern] <string[]> [-Path] <string[]> -Raw [-Culture <string>] [-SimpleMatch] [-CaseSensitive] [-List] [-NoEmphasis] [-Include <string[]>] [-Exclude <string[]>] [-NotMatch] [-AllMatches] [-Encoding <Encoding>] [-Context <int[]>] [<CommonParameters>]

Select-String [-Pattern] <string[]> -LiteralPath <string[]> [-Culture <string>] [-SimpleMatch] [-CaseSensitive] [-Quiet] [-List] [-NoEmphasis] [-Include <string[]>] [-Exclude <string[]>] [-NotMatch] [-AllMatches] [-Encoding <Encoding>] [-Context <int[]>] [<CommonParameters>]

Select-String [-Pattern] <string[]> -LiteralPath <string[]> -Raw [-Culture <string>] [-SimpleMatch] [-CaseSensitive] [-List] [-NoEmphasis] [-Include <string[]>] [-Exclude <string[]>] [-NotMatch] [-AllMatches] [-Encoding <Encoding>] [-Context <int[]>] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Select-String","Cmdlet","Microsoft.PowerShell.Utility","7.0.0.0","Public","Microsoft.PowerShell.Utility","Microsoft.PowerShell.Utility","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2097031",,,,,"
Select-Xml [-XPath] <string> [-Xml] <XmlNode[]> [-Namespace <hashtable>] [<CommonParameters>]

Select-Xml [-XPath] <string> [-Path] <string[]> [-Namespace <hashtable>] [<CommonParameters>]

Select-Xml [-XPath] <string> -LiteralPath <string[]> [-Namespace <hashtable>] [<CommonParameters>]

Select-Xml [-XPath] <string> -Content <string[]> [-Namespace <hashtable>] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Select-Xml","Cmdlet","Microsoft.PowerShell.Utility","7.0.0.0","Public","Microsoft.PowerShell.Utility","Microsoft.PowerShell.Utility","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2097115",,,,,"
Send-MailMessage [-To] <string[]> [[-Subject] <string>] [[-Body] <string>] [[-SmtpServer] <string>] -From <string> [-Attachments <string[]>] [-Bcc <string[]>] [-BodyAsHtml] [-Encoding <Encoding>] [-Cc <string[]>] [-DeliveryNotificationOption <DeliveryNotificationOptions>] [-Priority <MailPriority>] [-ReplyTo <string[]>] [-Credential <pscredential>] [-UseSsl] [-Port <int>] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Send-MailMessage","Cmdlet","Microsoft.PowerShell.Utility","7.0.0.0","Public","Microsoft.PowerShell.Utility","Microsoft.PowerShell.Utility","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2096625",,,,,"
Set-Alias [-Name] <string> [-Value] <string> [-Description <string>] [-Option <ScopedItemOptions>] [-PassThru] [-Scope <string>] [-Force] [-WhatIf] [-Confirm] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-Alias","Cmdlet","Microsoft.PowerShell.Utility","7.0.0.0","Public","Microsoft.PowerShell.Utility","Microsoft.PowerShell.Utility","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkId=2109826",,,,,"
Set-Clipboard [-Value] <string[]> [-Append] [-PassThru] [-AsOSC52] [-WhatIf] [-Confirm] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-Clipboard","Cmdlet","Microsoft.PowerShell.Management","7.0.0.0","Public","Microsoft.PowerShell.Management","Microsoft.PowerShell.Management","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2097142",,,,,"
Set-Content [-Path] <string[]> [-Value] <Object[]> [-PassThru] [-Filter <string>] [-Include <string[]>] [-Exclude <string[]>] [-Force] [-Credential <pscredential>] [-WhatIf] [-Confirm] [-NoNewline] [-Encoding <Encoding>] [-AsByteStream] [<CommonParameters>]

Set-Content [-Value] <Object[]> -LiteralPath <string[]> [-PassThru] [-Filter <string>] [-Include <string[]>] [-Exclude <string[]>] [-Force] [-Credential <pscredential>] [-WhatIf] [-Confirm] [-NoNewline] [-Encoding <Encoding>] [-AsByteStream] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-Content","Cmdlet","Microsoft.PowerShell.Management","7.0.0.0","Public","Microsoft.PowerShell.Management","Microsoft.PowerShell.Management","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2097133",,,,,"
Set-Date [-Date] <datetime> [-DisplayHint <DisplayHintType>] [-WhatIf] [-Confirm] [<CommonParameters>]

Set-Date [-Adjust] <timespan> [-DisplayHint <DisplayHintType>] [-WhatIf] [-Confirm] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-Date","Cmdlet","Microsoft.PowerShell.Utility","7.0.0.0","Public","Microsoft.PowerShell.Utility","Microsoft.PowerShell.Utility","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-ExecutionPolicy
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-ExecutionPolicy","Cmdlet","Microsoft.PowerShell.Security","7.0.0.0","Public","Microsoft.PowerShell.Security","Microsoft.PowerShell.Security","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2097055",,,,,"
Set-Item [-Path] <string[]> [[-Value] <Object>] [-Force] [-PassThru] [-Filter <string>] [-Include <string[]>] [-Exclude <string[]>] [-Credential <pscredential>] [-WhatIf] [-Confirm] [<CommonParameters>]

Set-Item [[-Value] <Object>] -LiteralPath <string[]> [-Force] [-PassThru] [-Filter <string>] [-Include <string[]>] [-Exclude <string[]>] [-Credential <pscredential>] [-WhatIf] [-Confirm] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-Item","Cmdlet","Microsoft.PowerShell.Management","7.0.0.0","Public","Microsoft.PowerShell.Management","Microsoft.PowerShell.Management","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2097147",,,,,"
Set-ItemProperty [-Path] <string[]> [-Name] <string> [-Value] <Object> [-PassThru] [-Force] [-Filter <string>] [-Include <string[]>] [-Exclude <string[]>] [-Credential <pscredential>] [-WhatIf] [-Confirm] [<CommonParameters>]

Set-ItemProperty [-Path] <string[]> -InputObject <psobject> [-PassThru] [-Force] [-Filter <string>] [-Include <string[]>] [-Exclude <string[]>] [-Credential <pscredential>] [-WhatIf] [-Confirm] [<CommonParameters>]

Set-ItemProperty [-Name] <string> [-Value] <Object> -LiteralPath <string[]> [-PassThru] [-Force] [-Filter <string>] [-Include <string[]>] [-Exclude <string[]>] [-Credential <pscredential>] [-WhatIf] [-Confirm] [<CommonParameters>]

Set-ItemProperty -LiteralPath <string[]> -InputObject <psobject> [-PassThru] [-Force] [-Filter <string>] [-Include <string[]>] [-Exclude <string[]>] [-Credential <pscredential>] [-WhatIf] [-Confirm] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-ItemProperty","Cmdlet","Microsoft.PowerShell.Management","7.0.0.0","Public","Microsoft.PowerShell.Management","Microsoft.PowerShell.Management","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2097049",,,,,"
Set-Location [[-Path] <string>] [-PassThru] [<CommonParameters>]

Set-Location -LiteralPath <string> [-PassThru] [<CommonParameters>]

Set-Location [-PassThru] [-StackName <string>] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-Location","Cmdlet","Microsoft.PowerShell.Management","7.0.0.0","Public","Microsoft.PowerShell.Management","Microsoft.PowerShell.Management","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?linkid=2006265",,,,,"
Set-MarkdownOption [-Header1Color <string>] [-Header2Color <string>] [-Header3Color <string>] [-Header4Color <string>] [-Header5Color <string>] [-Header6Color <string>] [-Code <string>] [-ImageAltTextForegroundColor <string>] [-LinkForegroundColor <string>] [-ItalicsForegroundColor <string>] [-BoldForegroundColor <string>] [-PassThru] [<CommonParameters>]

Set-MarkdownOption -Theme <string> [-PassThru] [<CommonParameters>]

Set-MarkdownOption [-InputObject] <psobject> [-PassThru] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-MarkdownOption","Cmdlet","Microsoft.PowerShell.Utility","7.0.0.0","Public","Microsoft.PowerShell.Utility","Microsoft.PowerShell.Utility","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-PackageSource
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-PackageSource","Cmdlet","PackageManagement","1.4.8.1","Public","PackageManagement","PackageManagement","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2096623",,,,,"
Set-PSBreakpoint [-Script] <string[]> [-Line] <int[]> [[-Column] <int>] [-Action <scriptblock>] [-Runspace <runspace>] [<CommonParameters>]

Set-PSBreakpoint [[-Script] <string[]>] -Command <string[]> [-Action <scriptblock>] [-Runspace <runspace>] [<CommonParameters>]

Set-PSBreakpoint [[-Script] <string[]>] -Variable <string[]> [-Action <scriptblock>] [-Mode <VariableAccessMode>] [-Runspace <runspace>] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-PSBreakpoint","Cmdlet","Microsoft.PowerShell.Utility","7.0.0.0","Public","Microsoft.PowerShell.Utility","Microsoft.PowerShell.Utility","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2096959",,,,,"
Set-PSDebug [-Trace <int>] [-Step] [-Strict] [<CommonParameters>]

Set-PSDebug [-Off] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-PSDebug","Cmdlet","Microsoft.PowerShell.Core","7.4.3.500","Public","Microsoft.PowerShell.Core",,"PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkId=528810",,,,,"
Set-PSReadLineKeyHandler [-Chord] <string[]> [-ScriptBlock] <scriptblock> [-BriefDescription <string>] [-Description <string>] [-ViMode <ViMode>] [<CommonParameters>]

Set-PSReadLineKeyHandler [-Chord] <string[]> [-Function] <string> [-ViMode <ViMode>] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-PSReadLineKeyHandler","Cmdlet","PSReadLine","2.4.0","Public","PSReadLine","PSReadLine","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkId=528811",,,,,"
Set-PSReadLineOption [-EditMode <EditMode>] [-ContinuationPrompt <string>] [-HistoryNoDuplicates] [-AddToHistoryHandler <Func[string,Object]>] [-CommandValidationHandler <Action[CommandAst]>] [-HistorySearchCursorMovesToEnd] [-MaximumHistoryCount <int>] [-MaximumKillRingCount <int>] [-ShowToolTips] [-ExtraPromptLineCount <int>] [-DingTone <int>] [-DingDuration <int>] [-BellStyle <BellStyle>] [-CompletionQueryItems <int>] [-WordDelimiters <string>] [-HistorySearchCaseSensitive] [-HistorySaveStyle <HistorySaveStyle>] [-HistorySavePath <string>] [-AnsiEscapeTimeout <int>] [-PromptText <string[]>] [-ViModeIndicator <ViModeStyle>] [-ViModeChangeHandler <scriptblock>] [-PredictionSource <PredictionSource>] [-PredictionViewStyle <PredictionViewStyle>] [-Colors <hashtable>] [-TerminateOrphanedConsoleApps] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-PSReadLineOption","Cmdlet","PSReadLine","2.4.0","Public","PSReadLine","PSReadLine","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Set-PSResourceRepository
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-PSResourceRepository","Cmdlet","Microsoft.PowerShell.PSResourceGet","1.0.4.1","Public","Microsoft.PowerShell.PSResourceGet","Microsoft.PowerShell.PSResourceGet","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2096804",,,,,"
Set-StrictMode -Version <version> [<CommonParameters>]

Set-StrictMode -Off [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-StrictMode","Cmdlet","Microsoft.PowerShell.Core","7.4.3.500","Public","Microsoft.PowerShell.Core",,"PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2097129",,,,,"
Set-TraceSource [-Name] <string[]> [[-Option] <PSTraceSourceOptions>] [-ListenerOption <TraceOptions>] [-FilePath <string>] [-Force] [-Debugger] [-PSHost] [-PassThru] [<CommonParameters>]

Set-TraceSource [-Name] <string[]> [-RemoveListener <string[]>] [<CommonParameters>]

Set-TraceSource [-Name] <string[]> [-RemoveFileListener <string[]>] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-TraceSource","Cmdlet","Microsoft.PowerShell.Utility","7.0.0.0","Public","Microsoft.PowerShell.Utility","Microsoft.PowerShell.Utility","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2096624",,,,,"
Set-Variable [-Name] <string[]> [[-Value] <Object>] [-Include <string[]>] [-Exclude <string[]>] [-Description <string>] [-Option <ScopedItemOptions>] [-Force] [-Visibility <SessionStateEntryVisibility>] [-PassThru] [-Scope <string>] [-WhatIf] [-Confirm] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Set-Variable","Cmdlet","Microsoft.PowerShell.Utility","7.0.0.0","Public","Microsoft.PowerShell.Utility","Microsoft.PowerShell.Utility","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?linkid=2102329",,,,,"
Show-Markdown [-Path] <string[]> [-UseBrowser] [<CommonParameters>]

Show-Markdown -InputObject <psobject> [-UseBrowser] [<CommonParameters>]

Show-Markdown -LiteralPath <string[]> [-UseBrowser] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Show-Markdown","Cmdlet","Microsoft.PowerShell.Utility","7.0.0.0","Public","Microsoft.PowerShell.Utility","Microsoft.PowerShell.Utility","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2097038",,,,,"
Sort-Object [[-Property] <Object[]>] [-Stable] [-Descending] [-Unique] [-InputObject <psobject>] [-Culture <string>] [-CaseSensitive] [<CommonParameters>]

Sort-Object [[-Property] <Object[]>] -Top <int> [-Descending] [-Unique] [-InputObject <psobject>] [-Culture <string>] [-CaseSensitive] [<CommonParameters>]

Sort-Object [[-Property] <Object[]>] -Bottom <int> [-Descending] [-Unique] [-InputObject <psobject>] [-Culture <string>] [-CaseSensitive] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Sort-Object","Cmdlet","Microsoft.PowerShell.Utility","7.0.0.0","Public","Microsoft.PowerShell.Utility","Microsoft.PowerShell.Utility","None","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2097149",,,,,"
Split-Path [-Path] <string[]> [-Parent] [-Resolve] [-Credential <pscredential>] [<CommonParameters>]

Split-Path [-Path] <string[]> -Leaf [-Resolve] [-Credential <pscredential>] [<CommonParameters>]

Split-Path [-Path] <string[]> -LeafBase [-Resolve] [-Credential <pscredential>] [<CommonParameters>]

Split-Path [-Path] <string[]> -Extension [-Resolve] [-Credential <pscredential>] [<CommonParameters>]

Split-Path [-Path] <string[]> -Qualifier [-Resolve] [-Credential <pscredential>] [<CommonParameters>]

Split-Path [-Path] <string[]> -NoQualifier [-Resolve] [-Credential <pscredential>] [<CommonParameters>]

Split-Path [-Path] <string[]> -IsAbsolute [-Resolve] [-Credential <pscredential>] [<CommonParameters>]

Split-Path -LiteralPath <string[]> [-Resolve] [-Credential <pscredential>] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Split-Path","Cmdlet","Microsoft.PowerShell.Management","7.0.0.0","Public","Microsoft.PowerShell.Management","Microsoft.PowerShell.Management","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Start-EditorServices
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Start-EditorServices","Cmdlet","PowerShellEditorServices","3.20.1","Public","PowerShellEditorServices","PowerShellEditorServices","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2096796",,,,,"
Start-Job [-ScriptBlock] <scriptblock> [[-InitializationScript] <scriptblock>] [-Name <string>] [-Credential <pscredential>] [-Authentication <AuthenticationMechanism>] [-WorkingDirectory <string>] [-RunAs32] [-PSVersion <version>] [-InputObject <psobject>] [-ArgumentList <Object[]>] [<CommonParameters>]

Start-Job [-DefinitionName] <string> [[-DefinitionPath] <string>] [[-Type] <string>] [-WorkingDirectory <string>] [<CommonParameters>]

Start-Job [-FilePath] <string> [[-InitializationScript] <scriptblock>] [-Name <string>] [-Credential <pscredential>] [-Authentication <AuthenticationMechanism>] [-WorkingDirectory <string>] [-RunAs32] [-PSVersion <version>] [-InputObject <psobject>] [-ArgumentList <Object[]>] [<CommonParameters>]

Start-Job [[-InitializationScript] <scriptblock>] -LiteralPath <string> [-Name <string>] [-Credential <pscredential>] [-Authentication <AuthenticationMechanism>] [-WorkingDirectory <string>] [-RunAs32] [-PSVersion <version>] [-InputObject <psobject>] [-ArgumentList <Object[]>] [<CommonParameters>]

Start-Job [-WorkingDirectory <string>] [-ConnectingTimeout <int>] [-Options <hashtable>] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Start-Job","Cmdlet","Microsoft.PowerShell.Core","7.4.3.500","Public","Microsoft.PowerShell.Core",,"PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2097141",,,,,"
Start-Process [-FilePath] <string> [[-ArgumentList] <string[]>] [-Credential <pscredential>] [-WorkingDirectory <string>] [-LoadUserProfile] [-NoNewWindow] [-PassThru] [-RedirectStandardError <string>] [-RedirectStandardInput <string>] [-RedirectStandardOutput <string>] [-WindowStyle <ProcessWindowStyle>] [-Wait] [-UseNewEnvironment] [-Environment <hashtable>] [-WhatIf] [-Confirm] [<CommonParameters>]

Start-Process [-FilePath] <string> [[-ArgumentList] <string[]>] [-WorkingDirectory <string>] [-PassThru] [-Verb <string>] [-WindowStyle <ProcessWindowStyle>] [-Wait] [-Environment <hashtable>] [-WhatIf] [-Confirm] [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Start-Process","Cmdlet","Microsoft.PowerShell.Management","7.0.0.0","Public","Microsoft.PowerShell.Management","Microsoft.PowerShell.Management","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"https://go.microsoft.com/fwlink/?LinkID=2097041",,,,,"
Start-Sleep [-Seconds] <double> [<CommonParameters>]

Start-Sleep -Milliseconds <int> [<CommonParameters>]

Start-Sleep [-Duration] <timespan> [<CommonParameters>]
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Start-Sleep","Cmdlet","Microsoft.PowerShell.Utility","7.0.0.0","Public","Microsoft.PowerShell.Utility","Microsoft.PowerShell.Utility","PowerShell","System.Collections.Generic.Dictionary`2[System.String,System.Management.Automation.ParameterMetadata]","System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Start-ThreadJob
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Start-ThreadJob","Cmdlet","ThreadJob","2.0.3","Public","ThreadJob","ThreadJob","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
"",,,,,"Start-Transcript
","ReadOnly",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.PSTypeName]","Start-Transcript","Cmdlet","Microsoft.PowerShell.Host","7.0.0.0","Public","Microsoft.PowerShell.Host","Microsoft.PowerShell.Host","PowerShell",,"System.Collections.ObjectModel.ReadOnlyCollection`1[System.Management.Automation.CommandParameterSetInfo]"
